Title,Category,Tags,Path,SourcePath,Updated,RawURL
Ai Academy Setup Plan,ai4_kids,"legacy, translated",library/de/ai4_kids/ai_academy_setup_plan.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_kids/ai_academy_setup_plan.md
Ai Automation For Businesses,ai4_work,"legacy, translated",library/de/ai4_work/ai_automation_for_businesses.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_automation_for_businesses.md
Ai Automation Guide,ai4_work,"legacy, translated",library/de/ai4_work/AI Automation Guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/AI Automation Guide.md
Ai Automation Service Desk,ai4_work,"legacy, translated",library/de/ai4_work/ai_automation_service_desk.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_automation_service_desk.md
Ai Business Enhancement Guide,ai4_free_education,"legacy, translated",library/de/ai4_free_education/ai_business_enhancement_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/ai_business_enhancement_guide.md
Ai Database Management Guide,ai4_free_education,"legacy, translated",library/de/ai4_free_education/AI Database Management Guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/AI Database Management Guide.md
Ai Dental Automation Strategy,ai4_work,"legacy, translated",library/de/ai4_work/ai_dental_automation_strategy.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_dental_automation_strategy.md
Ai Editing Esl Courses,ai4_work,"legacy, translated",library/de/ai4_work/ai_editing_esl_courses.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_editing_esl_courses.md
Ai Experiments Visual Content Ideas,ai4_work,"legacy, translated",library/de/ai4_work/ai_experiments_visual_content_ideas.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_experiments_visual_content_ideas.md
Ai Fundamentals And Resources,ai4_literacy,"legacy, translated",library/de/ai4_literacy/ai_fundamentals_and_resources.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_literacy/ai_fundamentals_and_resources.md
Ai In Fictional Video Production,ai4_thought_leadership,"legacy, translated",library/de/ai4_thought_leadership/ai_in_fictional_video_production.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/ai_in_fictional_video_production.md
Ai In Manufacturing Research Brief,ai4_work,"legacy, translated",library/de/ai4_work/ai_in_manufacturing_research_brief.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_in_manufacturing_research_brief.md
Ai Incident Response Guide,ai4_work,"legacy, translated",library/de/ai4_work/ai_incident_response_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_incident_response_guide.md
Ai Innovation Center Development,ai4_work,"legacy, translated",library/de/ai4_work/AI Innovation Center Development.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/AI Innovation Center Development.md
Ai Outplacement Service Proposal,ai4_work,"legacy, translated",library/de/ai4_work/ai_outplacement_service_proposal.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_outplacement_service_proposal.md
Ai Powered Consumer Insights,ai4_work,"legacy, translated",library/de/ai4_work/ai_powered_consumer_insights.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_powered_consumer_insights.md
Ai Product Guide,ai4_work,"legacy, translated",library/de/ai4_work/AI_Product_Guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/AI_Product_Guide.md
Ai Project Management Guide,ai4_work,"legacy, translated",library/de/ai4_work/ai_project_management_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_project_management_guide.md
Ai Skills Enhancement,ai4_work,"legacy, translated",library/de/ai4_work/ai_skills_enhancement.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_skills_enhancement.md
Ai Solution Guide,ai4_work,"legacy, translated",library/de/ai4_work/ai_solution_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_solution_guide.md
Ai Solutions For Executive Assistants,ai4_work,"legacy, translated",library/de/ai4_work/ai_solutions_for_executive_assistants.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_solutions_for_executive_assistants.md
Ai Tools For Neurodivergent Individuals,ai4_work,"legacy, translated",library/de/ai4_work/ai_tools_for_neurodivergent_individuals.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_tools_for_neurodivergent_individuals.md
Alibaba Supplier Engagement Guide,ai4_work,"legacy, translated",library/de/ai4_work/alibaba_supplier_engagement_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/alibaba_supplier_engagement_guide.md
Aligning Learning Outcomes Process,ai4_work,"legacy, translated",library/de/ai4_work/aligning_learning_outcomes_process.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/aligning_learning_outcomes_process.md
Alphamint Prompt Library,ai4_other,"legacy, translated",library/de/ai4_other/README_1.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_other/README_1.md
Analyze Article Quality,ai4_thought_leadership,"legacy, translated",library/de/ai4_thought_leadership/analyze_article_quality.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/analyze_article_quality.md
Analyze Articles Instagram Carousel,ai4_retail,"legacy, translated",library/de/ai4_retail/analyze_articles_instagram_carousel.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail/analyze_articles_instagram_carousel.md
Analyze Branding And Content Generation,ai4_work,"legacy, translated",library/de/ai4_work/analyze_branding_and_content_generation.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_branding_and_content_generation.md
Analyze Career Transition Goals,ai4_work,"legacy, translated",library/de/ai4_work/analyze_career_transition_goals.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_career_transition_goals.md
Analyze Claims,ai4_work,"legacy, translated",library/de/ai4_work/analyze_claims.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_claims.md
Analyze Content For New Insights,ai4_work,"legacy, translated",library/de/ai4_work/analyze_content_for_new_insights.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_content_for_new_insights.md
Analyze Contract Compliance,ai4_work,"legacy, translated",library/de/ai4_work/analyze_contract_compliance.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_contract_compliance.md
Analyze Cryptocurrency Project,ai4_work,"legacy, translated",library/de/ai4_work/analyze_cryptocurrency_project.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_cryptocurrency_project.md
Analyze Customer Service Interaction,ai4_work,"legacy, translated",library/de/ai4_work/analyze_customer_service_interaction.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_customer_service_interaction.md
Analyze Data Breach Implications,ai4_work,"legacy, translated",library/de/ai4_work/analyze_data_breach_implications.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_data_breach_implications.md
Analyze Data Breaches,ai4_work,"legacy, translated",library/de/ai4_work/analyze_data_breaches.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_data_breaches.md
Analyze Data Insights,ai4_work,"legacy, translated",library/de/ai4_work/analyze_data_insights.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_data_insights.md
Analyze Diet Impact,ai4_work,"legacy, translated",library/de/ai4_work/analyze_diet_impact.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_diet_impact.md
Analyze Funding Solicitation,ai4_work,"legacy, translated",library/de/ai4_work/analyze_funding_solicitation.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_funding_solicitation.md
Analyze Ikigai,ai4_work,"legacy, translated",library/de/ai4_work/analyze_ikigai.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_ikigai.md
Analyze Incident,ai4_work,"legacy, translated",library/de/ai4_work/analyze_incident.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_incident.md
Analyze Instagram Profile,ai4_thought_leadership,"legacy, translated",library/de/ai4_thought_leadership/analyze_instagram_profile.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/analyze_instagram_profile.md
Analyze Investment Opportunities,ai4_wealth,"legacy, translated",library/de/ai4_wealth/analyze_investment_opportunities.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_wealth/analyze_investment_opportunities.md
Analyze Itsm Issues,ai4_work,"legacy, translated",library/de/ai4_work/analyze_itsm_issues.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_itsm_issues.md
Analyze Ledger Accuracy,ai4_work,"legacy, translated",library/de/ai4_work/analyze_ledger_accuracy.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_ledger_accuracy.md
Analyze Legal Personality Disregard,ai4_work,"legacy, translated",library/de/ai4_work/analyze_legal_personality_disregard.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_legal_personality_disregard.md
Analyze Medical Service,ai4_work,"legacy, translated",library/de/ai4_work/analyze_medical_service.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_medical_service.md
Analyze News Content Generation,ai4_work,"legacy, translated",library/de/ai4_work/analyze_news_content_generation.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_news_content_generation.md
Analyze Okay Meaning,ai4_work,"legacy, translated",library/de/ai4_work/analyze_okay_meaning.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_okay_meaning.md
Analyze Paper,ai4_work,"legacy, translated",library/de/ai4_work/analyze_paper.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_paper.md
Analyze Personality,ai4_work,"legacy, translated",library/de/ai4_work/analyze_personality.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_personality.md
Analyze Peter The Great,ai4_work,"legacy, translated",library/de/ai4_work/analyze_peter_the_great.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_peter_the_great.md
Analyze Pokemon Card Business,ai4_work,"legacy, translated",library/de/ai4_work/analyze_pokemon_card_business.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_pokemon_card_business.md
Analyze Political Sentiment,ai4_thought_leadership,"legacy, translated",library/de/ai4_thought_leadership/analyze_political_sentiment.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/analyze_political_sentiment.md
Analyze Presentation,ai4_work,"legacy, translated",library/de/ai4_work/analyze_presentation.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_presentation.md
Analyze Presentation Feedback,ai4_work,"legacy, translated",library/de/ai4_work/analyze_presentation_feedback.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_presentation_feedback.md
Analyze Presentation Structure,ai4_work,"legacy, translated",library/de/ai4_work/analyze_presentation_structure.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_presentation_structure.md
Analyze Prompt Pas,ai4_work,"legacy, translated",library/de/ai4_work/analyze_prompt_pas.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_prompt_pas.md
Analyze Prose,ai4_free_education,"legacy, translated",library/de/ai4_free_education/analyze_prose.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/analyze_prose.md
Analyze Repository Status,ai4_work,"legacy, translated",library/de/ai4_work/analyze_repository_status.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_repository_status.md
Analyze Responses,ai4_work,"legacy, translated",library/de/ai4_work/analyze_responses.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_responses.md
Analyze Resume Transition,ai4_enablement,"legacy, translated",library/de/ai4_enablement/analyze_resume_transition.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/analyze_resume_transition.md
Analyze Resume Vs Role,ai4_work,"legacy, translated",library/de/ai4_work/analyze_resume_vs_role.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_resume_vs_role.md
Analyze Taking Course,ai4_kids,"legacy, translated",library/de/ai4_kids/analyze_taking_course.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_kids/analyze_taking_course.md
Analyze Target Audience,ai4_retail,"legacy, translated",library/de/ai4_retail/analyze_target_audience.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail/analyze_target_audience.md
Analyze Tech Impact,ai4_work,"legacy, translated",library/de/ai4_work/analyze_tech_impact.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_tech_impact.md
Analyze Testing Concepts,ai4_work,"legacy, translated",library/de/ai4_work/analyze_testing_concepts.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_testing_concepts.md
Analyze Text Behavior Patterns,ai4_work,"legacy, translated",library/de/ai4_work/analyze_text_behavior_patterns.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_text_behavior_patterns.md
Analyze Text For Thesis,ai4_work,"legacy, translated",library/de/ai4_work/analyze_text_for_thesis.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_text_for_thesis.md
Analyze Textbook Summary,ai4_work,"legacy, translated",library/de/ai4_work/analyze_textbook_summary.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_textbook_summary.md
Analyze Tiktok Dream Life,ai4_work,"legacy, translated",library/de/ai4_work/analyze_tiktok_dream_life.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_tiktok_dream_life.md
Analyze Tiktok Media Stage,ai4_work,"legacy, translated",library/de/ai4_work/analyze_tiktok_media_stage.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/analyze_tiktok_media_stage.md
Analyze Trading Card Sales,ai4_enablement,"legacy, translated",library/de/ai4_enablement/analyze_trading_card_sales.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/analyze_trading_card_sales.md
Analyze Youtube Competitors,ai4_thought_leadership,"legacy, translated",library/de/ai4_thought_leadership/analyze_youtube_competitors.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/analyze_youtube_competitors.md
Annual Life Goals Plan,ai4_work,"legacy, translated",library/de/ai4_work/annual_life_goals_plan.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/annual_life_goals_plan.md
Annual Training Strategy Plan,ai4_enablement,"legacy, translated",library/de/ai4_enablement/annual_training_strategy_plan.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/annual_training_strategy_plan.md
Answer Interview Question,ai4_work,"legacy, translated",library/de/ai4_work/answer_interview_question.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/answer_interview_question.md
App Development Guide,ai4_work,"legacy, translated",library/de/ai4_work/app_development_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/app_development_guide.md
Apply Financial Aid Private Schools,ai4_kids,"legacy, translated",library/de/ai4_kids/apply_financial_aid_private_schools.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_kids/apply_financial_aid_private_schools.md
Area Manager Plan,ai4_enablement,"legacy, translated",library/de/ai4_enablement/area_manager_plan.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/area_manager_plan.md
Arts And Cultural Precinct,ai4_work,"legacy, translated",library/de/ai4_work/arts_and_cultural_precinct.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/arts_and_cultural_precinct.md
Ask For Help Guide,ai4_work,"legacy, translated",library/de/ai4_work/ask_for_help_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ask_for_help_guide.md
Assessing Ai Integration Agenda,ai4_work,"legacy, translated",library/de/ai4_work/assessing_ai_integration_agenda.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/assessing_ai_integration_agenda.md
Attraction Marketing Guide,ai4_free_education,"legacy, translated",library/de/ai4_free_education/attraction_marketing_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/attraction_marketing_guide.md
Audience Analysis Strategies,ai4_work,"legacy, translated",library/de/ai4_work/audience_analysis_strategies.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/audience_analysis_strategies.md
Auditing Educational Content,ai4_work,"legacy, translated",library/de/ai4_work/auditing_educational_content.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/auditing_educational_content.md
Autism Research Overview,ai4_work,"legacy, translated",library/de/ai4_work/autism_research_overview.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/autism_research_overview.md
Automated Digital Marketing Guide,ai4_work,"legacy, translated",library/de/ai4_work/automated_digital_marketing_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/automated_digital_marketing_guide.md
Automated Trading Bot Guide,ai4_wealth,"legacy, translated",library/de/ai4_wealth/automated_trading_bot_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_wealth/automated_trading_bot_guide.md
Automated Trading Bots And Women In Management,ai4_work,"legacy, translated",library/de/ai4_work/automated_trading_bots_and_women_in_management.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/automated_trading_bots_and_women_in_management.md
Automation Backlog,ai4_work,"legacy, translated",library/de/ai4_work/09_automation_backlog.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/09_automation_backlog.md
Automation In Fintech Overview,ai4_work,"legacy, translated",library/de/ai4_work/automation_in_fintech_overview.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/automation_in_fintech_overview.md
Automation Overview,ai4_work,"legacy, translated",library/de/ai4_work/automation_overview.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/automation_overview.md
Avoiding Problematic Words,ai4_work,"legacy, translated",library/de/ai4_work/avoiding_problematic_words.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/avoiding_problematic_words.md
Bankroll Growth Strategy,ai4_work,"legacy, translated",library/de/ai4_work/bankroll_growth_strategy.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/bankroll_growth_strategy.md
Bird And Insect Identification Course,ai4_kids,"legacy, translated",library/de/ai4_kids/Bird And Insect Identification Course.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_kids/Bird And Insect Identification Course.md
Blockchain Degree Certificate Guide,ai4_free_education,"legacy, translated",library/de/ai4_free_education/blockchain_degree_certificate_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/blockchain_degree_certificate_guide.md
Blog Creation Tasks,ai4_literacy,"legacy, translated",library/de/ai4_literacy/blog_creation_tasks.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_literacy/blog_creation_tasks.md
Blog Post Tutorial,ai4_work,"legacy, translated",library/de/ai4_work/blog_post_tutorial.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/blog_post_tutorial.md
Blotato Overview,ai4_work,"legacy, translated",library/de/ai4_work/blotato_overview.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/blotato_overview.md
Blotato Waitlist,ai4_work,"legacy, translated",library/de/ai4_work/blotato_waitlist.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/blotato_waitlist.md
Blotto Game Overview,ai4_work,"legacy, translated",library/de/ai4_work/blotto_game_overview.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/blotto_game_overview.md
Bodybuilding Program Guide,ai4_work,"legacy, translated",library/de/ai4_work/bodybuilding_program_guide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/bodybuilding_program_guide.md
Book Finding Challenges,ai4_kids,"legacy, translated",library/de/ai4_kids/Book Finding Challenges.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_kids/Book Finding Challenges.md
Book Summary Creator,ai4_work,"legacy, translated",library/de/ai4_work/book_summary_creator.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/book_summary_creator.md
Brainstorm Business Ideas,ai4_retail,"legacy, translated",library/de/ai4_retail/brainstorm_business_ideas.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail/brainstorm_business_ideas.md
Brainstorm Content Pillars,ai4_work,"legacy, translated",library/de/ai4_work/brainstorm_content_pillars.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/brainstorm_content_pillars.md
Brainstorm Ideas Customer Pain,ai4_work,"legacy, translated",library/de/ai4_work/brainstorm_ideas_customer_pain.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/brainstorm_ideas_customer_pain.md
Brainstorm Ideas Interactive Quizzes,ai4_work,"legacy, translated",library/de/ai4_work/brainstorm_ideas_interactive_quizzes.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/brainstorm_ideas_interactive_quizzes.md
Brainstorm Podcast Ideas,ai4_thought_leadership,"legacy, translated",library/de/ai4_thought_leadership/brainstorm_podcast_ideas.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/brainstorm_podcast_ideas.md
Brainstorm Tiktok Video Ideas,ai4_thought_leadership,"legacy, translated",library/de/ai4_thought_leadership/brainstorm_tiktok_video_ideas.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/brainstorm_tiktok_video_ideas.md
Brand Content Development,ai4_work,"legacy, translated",library/de/ai4_work/brand_content_development.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/brand_content_development.md
Brandingguide,ai4_retail,"legacy, translated",library/de/ai4_retail/BrandingGuide.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail/BrandingGuide.md
Brandreputationstrategy,ai4_work,"legacy, translated",library/de/ai4_work/BrandReputationStrategy.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/BrandReputationStrategy.md
British English Learning,ai4_work,"legacy, translated",library/de/ai4_work/british_english_learning.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/british_english_learning.md
Budgeting For Savings And Investments,ai4_wealth,"legacy, translated",library/de/ai4_wealth/budgeting_for_savings_and_investments.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_wealth/budgeting_for_savings_and_investments.md
Build Custom College List,ai4_kids,"legacy, translated",library/de/ai4_kids/build_custom_college_list.md,,2025-12-24,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_kids/build_custom_college_list.md
