Title,PromptURL,Description,Category,PromptTags,Updated
Adhd Accountability Buddy,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/adhd_accountability_buddy.md,"Erstelle ein ADHD-zentriertes Thema, das als Accountability-Partner fungiert und ein tägliches Check-in-System beinhaltet. Befolge diese Schritte, um sicherzustellen, dass alle...",AI 4 WORK,"Strategie, Script, Content",2025-12-24
Adhd And Autism Management Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/adhd_and_autism_management_guide.md,"Erstelle einen detaillierten und einfühlsamen Leitfaden, der den Übergang vom Kämpfen zum effektiven Management von ADHS und Autismus abdeckt, mit Betonung auf positivem...",AI 4 FREE EDUCATION,"Strategie, Mindset, Adoption",2025-12-24
Adhd And Autism Management Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/adhd_and_autism_management_guide.md,"Erstelle einen detaillierten und einfühlsamen Leitfaden, der den Übergang vom Kämpfen zum effektiven Management von ADHS und Autismus abdeckt, mit Betonung auf positivem...",AI 4 FREE EDUCATION,"Strategie, Mindset, Adoption",2025-12-24
Adhd And Autism Management Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/adhd_and_autism_management_guide.md,"Create a detailed and empathetic guide covering the transition from struggling to managing ADHD and autism effectively, emphasizing positive progress and personal empowerment....",AI 4 FREE EDUCATION,"Strategie, Mindset",2025-12-24
Adhd And Autism Management Leitfaden,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/adhd_and_autism_management_guide.md,"Erstelle einen detailed and empathetic Leitfaden covering the transition from struggling to managing ADHD and autism effectively, emphasizing positive progress and personal...",AI 4 FREE EDUCATION,"Strategie, Mindset",2025-12-24
Adhd Characters Dialogue,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/adhd_characters_dialogue.md,"Erstelle ein 5-Minuten-Blog-Skript mit zwei Charakteren, einer repräsentiert einen Erwachsenen und der andere einen 15-jährigen Jungen, beide mit ADHD. Bitte befolge diese...",AI 4 WORK,"Strategie, Script, Adoption",2025-12-24
Adhd Characters Dialogue,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/adhd_characters_dialogue.md,"Erstelle einen 5-minute blog script featuring two characters, one representing an adult and the other a 15-year-old boy, both dealing with ADHD. Please follow these guidelines:",AI 4 WORK,"Strategie, Script, Kids",2025-12-24
Adhd Characters Dialogue,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/adhd_characters_dialogue.md,"Create a 5-minute blog script featuring two characters, one representing an adult and the other a 15-year-old boy, both dealing with ADHD. Please follow these guidelines:",AI 4 WORK,"Strategie, Script, Kids",2025-12-24
Adhd Characters Dialogue,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/adhd_characters_dialogue.md,"Erstelle ein 5-Minuten-Blog-Skript mit zwei Charakteren, einer repräsentiert einen Erwachsenen und der andere einen 15-jährigen Jungen, beide mit ADHD. Bitte befolge diese...",AI 4 WORK,"Strategie, Script, Adoption",2025-12-24
Adjusting To Night Shift,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/adjusting_to_night_shift.md,"Berücksichtige die folgenden Faktoren, um mir bei der Entscheidung zu helfen, ob ich eine Arbeitsmöglichkeit mit einer Arbeitsschicht von Dienstag bis Samstag, 2 Uhr bis 11 Uhr...",AI 4 WORK,"Strategie, Decision",2025-12-24
Adjusting To Night Shift,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/adjusting_to_night_shift.md,"Consider the following factors as you help me decide whether to pursue a job opportunity with a work shift from Tuesday to Saturday, 2 am to 11 am:",AI 4 WORK,Strategie,2025-12-24
Adjusting To Night Shift,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/adjusting_to_night_shift.md,"Consider the following factors as you help me decide whether to pursue a job opportunity with a work shift from Tuesday to Saturday, 2 am to 11 am:",AI 4 WORK,Strategie,2025-12-24
Adjusting To Night Shift,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/adjusting_to_night_shift.md,"Berücksichtige die folgenden Faktoren, um mir bei der Entscheidung zu helfen, ob ich eine Arbeitsmöglichkeit mit einer Arbeitsschicht von Dienstag bis Samstag, 2 Uhr bis 11 Uhr...",AI 4 WORK,"Strategie, Decision",2025-12-24
Adoption KPI Dashboard,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/06_adoption_kpi_dashboard.md,"Definiert KPIs, Messmethoden und ein schlankes Reporting.",AI 4 ENABLEMENT,"Reporting, Training, Adoption",2025-12-24
Adoption KPI Dashboard,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/06_adoption_kpi_dashboard.md,"Definiert KPIs, Messmethoden und ein schlankes Reporting.",AI 4 ENABLEMENT,"Reporting, Training, Adoption",2025-12-24
Affiliate Marketing Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/affiliate_marketing_guide.md,"Erstelle einen umfassenden Leitfaden zum Aufbau von Affiliate-Marketing für Wellness-Produkte. Stelle sicher, dass du die folgenden Hauptpunkte ansprichst:",AI 4 WORK,"Strategie, Adoption",2025-12-24
Affiliate Marketing Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/affiliate_marketing_guide.md,Create a comprehensive guide on setting up affiliate marketing for wellness products. Make sure to address the following key points:,AI 4 WORK,Strategie,2025-12-24
Affiliate Marketing Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/affiliate_marketing_guide.md,"Erstelle einen umfassenden Leitfaden zum Aufbau von Affiliate-Marketing für Wellness-Produkte. Stelle sicher, dass du die folgenden Hauptpunkte ansprichst:",AI 4 WORK,"Strategie, Adoption",2025-12-24
African Folk Tale Creation,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/african_folk_tale_creation.md,"Erstelle eine detaillierte und fesselnde afrikanische Volkserzählung, die ein KI-generiertes Bild begleitet. Die Geschichte sollte speziell für einen YouTube-Kanal konzipiert...",AI 4 THOUGHT LEADERSHIP,,2025-12-24
African Folk Tale Creation,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/african_folk_tale_creation.md,Erstelle einen detailed and captivating African folk tale story to accompany an AI-generated image. The story should be designed specifically for a YouTube channel to attract...,AI 4 THOUGHT LEADERSHIP,,2025-12-24
African Folk Tale Creation,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/african_folk_tale_creation.md,Create a detailed and captivating African folk tale story to accompany an AI-generated image. The story should be designed specifically for a YouTube channel to attract and...,AI 4 THOUGHT LEADERSHIP,,2025-12-24
African Folk Tale Creation,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/african_folk_tale_creation.md,"Erstelle eine detaillierte und fesselnde afrikanische Volkserzählung, die ein KI-generiertes Bild begleitet. Die Geschichte sollte speziell für einen YouTube-Kanal konzipiert...",AI 4 THOUGHT LEADERSHIP,,2025-12-24
Ai Academy Setup Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_kids/ai_academy_setup_plan.md,"Hilf mir, einen umfassenden Plan zur Einrichtung einer KI-Akademie für Kinder zu entwerfen. Das Programm wird zunächst kostenlos sein, aber später kostenpflichtige Abonnements...",AI 4 KIDS,"LinkedIn, Strategie, Training, Roadmap, Finance",2025-12-24
Ai Academy Setup Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_academy_setup_plan.md,"Hilf mir, einen umfassenden Plan zur Einrichtung einer KI-Akademie für Kinder zu entwerfen. Das Programm wird zunächst kostenlos sein, aber später kostenpflichtige Abonnements...",AI 4 KIDS,"LinkedIn, Strategie, Training, Roadmap, Finance",2025-12-24
Ai Academy Setup Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_academy_setup_plan.md,"Help me design a comprehensive plan to set up an AI Academy for kids. The program will initially be free, but later introduce paid subscriptions that will support additional...",AI 4 KIDS,"LinkedIn, Strategie, Script, Training, Roadmap",2025-12-24
Ai Automation For Businesses,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_automation_for_businesses.md,"Erstellen Sie eine umfassende Standortseite für ""AI Automation for Businesses"" in West Ferris, North Bay. Der Inhalt sollte für lokales SEO optimiert und darauf zugeschnitten...",AI 4 WORK,"Prozesse, Automation, Adoption, Finance, Content",2025-12-24
Ai Automation For Businesses,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_automation_for_businesses.md,"Create a comprehensive location page for ""AI Automation for Businesses"" in West Ferris, North Bay. The content should be optimized for Local SEO and tailored to resonate with...",AI 4 WORK,"Script, Prozesse, Automation, Content",2025-12-24
Ai Automation For Businesses,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_automation_for_businesses.md,"Erstellen Sie eine umfassende Standortseite für ""AI Automation for Businesses"" in West Ferris, North Bay. Der Inhalt sollte für lokales SEO optimiert und darauf zugeschnitten...",AI 4 WORK,"Prozesse, Automation, Adoption, Finance, Content",2025-12-24
Ai Automation Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/AI%20Automation%20Guide.md,"Erstelle einen umfassenden Leitfaden, um jemandem dabei zu helfen, mehr über KI-Automatisierung zu lernen und finanzielle Freiheit zu erreichen. Behandle die folgenden...",AI 4 WORK,"Strategie, Training, Automation, Finance",2025-12-24
Ai Automation Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/AI%20Automation%20Guide.md,Create a comprehensive guide to help someone learn about AI automation and achieve financial freedom. Address the following key areas:,AI 4 WORK,"Strategie, Training, Automation",2025-12-24
Ai Automation Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/AI%20Automation%20Guide.md,"Erstelle einen umfassenden Leitfaden, um jemandem dabei zu helfen, mehr über KI-Automatisierung zu lernen und finanzielle Freiheit zu erreichen. Behandle die folgenden...",AI 4 WORK,"Strategie, Training, Automation, Finance",2025-12-24
Ai Automation Leitfaden,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/AI%20Automation%20Guide.md,Erstelle einen comprehensive Leitfaden to help someone learn about AI automation and achieve financial freedom. Address the following key areas:,AI 4 WORK,"Strategie, Training, Automation",2025-12-24
Ai Automation Service Desk,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_automation_service_desk.md,"Ich benötige deinen Rat zu KI-Automatisierungen für einen globalen Service Desk in der digitalen Marketingbranche. Mein Team arbeitet in 49 Märkten und mit der Meta-Plattform,...",AI 4 WORK,"Prozesse, Automation",2025-12-24
Ai Automation Service Desk,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/ai_automation_service_desk.md,"I need your advice on AI automations for a global service desk in the digital marketing industry. My Team operates in 49 markets and works with the Meta platform, both directly...",AI 4 WORK,"Prozesse, Automation",2025-12-24
Ai Automation Service Desk,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_automation_service_desk.md,"I need your advice on AI automations for a global service desk in the digital marketing industry. My team operates in 49 markets and works with the Meta platform, both directly...",AI 4 WORK,"Prozesse, Automation",2025-12-24
Ai Automation Service Desk,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_automation_service_desk.md,"Ich benötige deinen Rat zu KI-Automatisierungen für einen globalen Service Desk in der digitalen Marketingbranche. Mein Team arbeitet in 49 Märkten und mit der Meta-Plattform,...",AI 4 WORK,"Prozesse, Automation",2025-12-24
Ai Business Enhancement Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/ai_business_enhancement_guide.md,"Erstellen Sie einen umfassenden Leitfaden zur Verwendung von KI-Tools zur Förderung und Verbesserung eines Unternehmens, das sich auf PSA (Persönliche Schutzausrüstung),...",AI 4 FREE EDUCATION,"Strategie, Safety, Training",2025-12-24
Ai Business Enhancement Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_business_enhancement_guide.md,"Erstellen Sie einen umfassenden Leitfaden zur Verwendung von KI-Tools zur Förderung und Verbesserung eines Unternehmens, das sich auf PSA (Persönliche Schutzausrüstung),...",AI 4 FREE EDUCATION,"Strategie, Safety, Training",2025-12-24
Ai Business Enhancement Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_business_enhancement_guide.md,"Create a comprehensive guide on how to use AI tools to promote and enhance a business specializing in PPEs (Personal Protective Equipment), Health and Safety Equipment, and...",AI 4 FREE EDUCATION,"Strategie, Safety, Training",2025-12-24
Ai Database Management Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/AI%20Database%20Management%20Guide.md,"Erstelle einen umfassenden Leitfaden, wie man KI effektiv nutzt, um eine Datenbank in REDCap zu verwalten und zu analysieren. Gehe auf die folgenden Komponenten ein:",AI 4 FREE EDUCATION,"Strategie, Prozesse, Safety, Automation, Analyse",2025-12-24
Ai Database Management Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/AI%20Database%20Management%20Guide.md,"Erstelle einen umfassenden Leitfaden, wie man KI effektiv nutzt, um eine Datenbank in REDCap zu verwalten und zu analysieren. Gehe auf die folgenden Komponenten ein:",AI 4 FREE EDUCATION,"Strategie, Prozesse, Safety, Automation, Analyse",2025-12-24
Ai Database Management Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/AI%20Database%20Management%20Guide.md,Create a comprehensive guide on how to effectively use AI to manage and analyze a database in REDCap. Address the following components:,AI 4 FREE EDUCATION,"Strategie, Prozesse, Automation, Analyse",2025-12-24
Ai Database Management Leitfaden,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_engineering/AI%20Database%20Management%20Guide.md,Erstelle einen comprehensive Leitfaden on how to effectively use AI to manage and analyze a database in REDCap. Address the following components:,AI 4 FREE EDUCATION,"Strategie, Prozesse, Automation, Analyse",2025-12-24
Ai Dental Automation Strategy,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_dental_automation_strategy.md,"Ich entwickle eine umfassende Geschäftsstrategie für eine KI-gesteuerte Zahnarzt-Automatisierungsagentur, die Zahnarztpraxen hochrentable Automatisierungslösungen mittels KI...",AI 4 WORK,"Reporting, Strategie, Checkliste, Prozesse, Automation",2025-12-24
Ai Dental Automation Strategy,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_dental_automation_strategy.md,I am developing a comprehensive business strategy for an AI-driven dental automation agency that provides high-ROI automation solutions to dental practices using AI and...,AI 4 WORK,"Reporting, Strategie, Checkliste, Prozesse, Automation",2025-12-24
Ai Dental Automation Strategy,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_dental_automation_strategy.md,"Ich entwickle eine umfassende Geschäftsstrategie für eine KI-gesteuerte Zahnarzt-Automatisierungsagentur, die Zahnarztpraxen hochrentable Automatisierungslösungen mittels KI...",AI 4 WORK,"Reporting, Strategie, Checkliste, Prozesse, Automation",2025-12-24
Ai Editing Esl Courses,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_editing_esl_courses.md,"Erstellen Sie einen umfassenden Leitfaden dafür, wie KI bei der effektiven Aktualisierung und Bearbeitung von ESL-PDF-Kursen helfen kann. Berücksichtigen Sie die folgenden...",AI 4 WORK,"Strategie, Training, Automation, Content, Analyse",2025-12-24
Ai Editing Esl Courses,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/ai_editing_esl_courses.md,Erstelle einen comprehensive Leitfaden for how AI can assist with updating and editing ESL PDF courses effectively. Consider the following tasks:,AI 4 WORK,"Strategie, Training, Automation, Content, Analyse",2025-12-24
Ai Editing Esl Courses,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_editing_esl_courses.md,Create a comprehensive guide for how AI can assist with updating and editing ESL PDF courses effectively. Consider the following tasks:,AI 4 WORK,"Strategie, Training, Automation, Content, Analyse",2025-12-24
Ai Editing Esl Courses,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_editing_esl_courses.md,"Erstellen Sie einen umfassenden Leitfaden dafür, wie KI bei der effektiven Aktualisierung und Bearbeitung von ESL-PDF-Kursen helfen kann. Berücksichtigen Sie die folgenden...",AI 4 WORK,"Strategie, Training, Automation, Content, Analyse",2025-12-24
Ai Experiments Visual Content Ideas,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_experiments_visual_content_ideas.md,"Erstellen Sie eine informative und ansprechende Antwort für die folgenden Aktivitäten, die auf verschiedenen Plattformen verwendet werden, einschließlich YouTube,...",AI 4 WORK,"Strategie, Stakeholder, Content",2025-12-24
Ai Experiments Visual Content Ideas,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_experiments_visual_content_ideas.md,"Create an informative and engaging response for the following activities, which will be used across various platforms including YouTube, work projects, social media, and AI...",AI 4 WORK,"Strategie, Script, Stakeholder, Content",2025-12-24
Ai Experiments Visual Content Ideas,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_experiments_visual_content_ideas.md,"Erstellen Sie eine informative und ansprechende Antwort für die folgenden Aktivitäten, die auf verschiedenen Plattformen verwendet werden, einschließlich YouTube,...",AI 4 WORK,"Strategie, Stakeholder, Content",2025-12-24
Ai Fundamentals And Resources,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_fundamentals_and_resources.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 LITERACY,"Training, Newsletter",2025-12-24
Ai Fundamentals And Resources,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_psychologie/ai_fundamentals_and_resources.md,Stelle mir clarifying Fragen until you are 95% confident you can complete the task successfully. Atme tief durch and take it Schritt für Schritt. Remember to search the...,AI 4 WORK,"Training, Newsletter",2025-12-24
Ai Fundamentals And Resources,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_fundamentals_and_resources.md,Ask me clarifying questions until you are 95% confident you can complete the task successfully. Take a deep breath and take it step by step. Remember to search the internet to...,AI 4 LITERACY,"Training, Newsletter",2025-12-24
Ai Fundamentals And Resources,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_literacy/ai_fundamentals_and_resources.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 LITERACY,"Training, Newsletter",2025-12-24
Ai In Fictional Video Production,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_in_fictional_video_production.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 THOUGHT LEADERSHIP,"Strategie, Content",2025-12-24
Ai In Fictional Video Production,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_in_fictional_video_production.md,Ask me clarifying questions until you are 95% confident you can complete the task successfully. Take a deep breath and take it step by step. Remember to search the internet to...,AI 4 THOUGHT LEADERSHIP,"Strategie, Script, Content",2025-12-24
Ai In Fictional Video Production,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/ai_in_fictional_video_production.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 THOUGHT LEADERSHIP,"Strategie, Content",2025-12-24
Ai In Manufacturing Research Brief,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_in_manufacturing_research_brief.md,Erstelle ein umfassendes Research-Brief zum Thema KI in der Fertigung für einen Content-Marketing-Kontext. Deine Antwort sollte Folgendes beinhalten:,AI 4 WORK,"Strategie, Adoption, Finance, Content, Research",2025-12-24
Ai In Manufacturing Research Brief,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/ai_in_manufacturing_research_brief.md,Erstelle einen comprehensive research brief on the topic of AI in manufacturing for a Inhalt marketing context. Your response should include:,AI 4 WORK,"Strategie, Finance, Content, Research",2025-12-24
Ai In Manufacturing Research Brief,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_in_manufacturing_research_brief.md,Create a comprehensive research brief on the topic of AI in manufacturing for a content marketing context. Your response should include:,AI 4 WORK,"Strategie, Content, Research",2025-12-24
Ai In Manufacturing Research Brief,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/ai_in_manufacturing_research_brief.md,Erstelle ein umfassendes Research-Brief zum Thema KI in der Fertigung für einen Content-Marketing-Kontext. Deine Antwort sollte Folgendes beinhalten:,AI 4 WORK,"Strategie, Adoption, Finance, Content, Research",2025-12-24
Ai Incident Response Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/ai_incident_response_guide.md,Erstelle einen umfassenden Leitfaden zur Implementierung von KI für Incident Response in einer Organisation. Füge die folgenden Elemente hinzu:,AI 4 WORK,"Strategie, Prozesse, Safety, Adoption",2025-12-24
Ai Incident Response Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/ai_incident_response_guide.md,Create a comprehensive guide on implementing AI for Incident Response in an organization. Include the following elements:,AI 4 WORK,"Strategie, Prozesse",2025-12-24
